Timestamp,Current_Substation_01,Current_Substation_02,Current_Substation_03,Current_Substation_04,Current_Substation_05,Current_Substation_06,Current_Substation_07,Current_Substation_08,Current_Substation_09,Current_Substation_10,Frequency_Substation_01,Frequency_Substation_02,Frequency_Substation_03,Frequency_Substation_04,Frequency_Substation_05,Frequency_Substation_06,Frequency_Substation_07,Frequency_Substation_08,Frequency_Substation_09,Frequency_Substation_10,Voltage_Substation_01,Voltage_Substation_02,Voltage_Substation_03,Voltage_Substation_04,Voltage_Substation_05,Voltage_Substation_06,Voltage_Substation_07,Voltage_Substation_08,Voltage_Substation_09,Voltage_Substation_10
2025-01-01 10:00:00.000,100.02766244462453,100.10530508436516,100.24676466848793,100.33785766443,101.3049053967001,99.93663640028366,100.57573128792265,99.00982971136484,100.12770090972472,100.6714175953825,60.00342925075944,59.99637032807075,60.003504541067606,60.007457614335216,60.006110228317155,59.99844494534898,60.00009855925124,59.99500771686564,60.01182905290259,59.99146538352438,229.98528286677734,230.27577946148094,230.03510471451648,230.176335895109,229.6966217044819,229.84809810797086,229.40998502001938,230.03651121018208,229.79145697868813,229.27618909749677
2025-01-01 10:00:00.100,100.02766244462453,100.10530508436516,100.24676466848793,100.33785766443,100.01646725343203,99.93663640028366,100.57573128792265,99.00982971136484,101.02696625805336,100.6714175953825,60.00342925075944,59.99637032807075,60.003504541067606,60.007457614335216,60.00241008476087,59.99844494534898,60.00009855925124,59.99500771686564,60.00088409198031,59.99146538352438,229.98528286677734,230.27577946148094,230.03510471451648,230.176335895109,230.10531391437544,229.84809810797086,229.40998502001938,230.03651121018208,229.8961509130756,229.27618909749677
2025-01-01 10:00:00.200,100.02766244462453,100.10530508436516,100.24676466848793,100.33785766443,99.90777241513273,99.93663640028366,100.57573128792265,99.00982971136484,100.56592024691551,100.86496424011371,60.00342925075944,59.99637032807075,60.003504541067606,60.007457614335216,59.99733706203168,59.99844494534898,60.00009855925124,59.99500771686564,60.000601403515894,59.99813231058176,229.98528286677734,230.27577946148094,230.03510471451648,230.176335895109,229.98002499431308,229.84809810797086,229.40998502001938,230.03651121018208,229.60535591756835,229.9181018335812
2025-01-01 10:00:00.300,100.02766244462453,100.70004134652432,100.24676466848793,100.33785766443,100.47531141585114,99.93663640028366,100.57573128792265,99.00982971136484,101.21123537639679,100.79434744252404,60.00342925075944,60.00453724927081,60.003504541067606,60.007457614335216,59.999589343357286,59.99844494534898,60.00009855925124,59.99500771686564,59.99861383047892,60.00084866431913,229.98528286677734,230.00288092439826,230.03510471451648,230.176335895109,230.09625860800583,229.84809810797086,229.40998502001938,230.03651121018208,230.30642952166477,229.8504253928987
2025-01-01 10:00:00.400,100.02766244462453,100.11378862707325,100.67840145682275,100.33785766443,101.07999021042538,99.93663640028366,99.94596355836845,100.42994630913648,100.0368078030027,100.806697559878,60.00342925075944,59.99944368980582,60.00182373504422,60.007457614335216,60.000709734513165,59.99844494534898,60.00516821740757,59.99270528729956,60.000780039818025,60.00216216577138,229.98528286677734,229.8033796103989,230.52799237428295,230.176335895109,229.93675953007315,229.84809810797086,230.41828800695953,230.2008954525087,229.93973644784458,229.92046203942164
2025-01-01 10:00:00.500,99.8553412086446,100.61805287424464,99.68169579204866,100.5821133441456,100.87938526579825,100.18672973999517,100.23354089756053,100.02927038976722,100.97900442935236,100.86546227285903,60.00056117266713,59.998899648968276,59.99805285258453,59.988396429323174,59.989376550182286,60.00506379727783,60.00086777029116,60.00671353690924,60.007016029092846,59.99907030571992,230.10362830014384,230.0336407152134,229.91573759636597,230.3124620732539,229.97323018916413,230.58435998935514,230.08502291751748,229.9990191605447,230.44232627776637,230.02597692306867
2025-01-01 10:00:00.600,100.5461301877317,99.93579950449195,99.82480096545164,100.39603461588084,101.95579399250684,99.84330286243684,101.31116561459693,101.12178652716847,101.09386895584326,100.46034794587715,59.99518602654351,59.996882428322515,59.9975688396829,59.99910641435129,60.007744413319436,60.00167348537802,60.001477732395145,59.995688271187,60.00596310325814,60.00377047287225,230.10398804760234,230.06777233198116,229.72082355398834,229.70314848513107,229.93503099925366,230.12894101061963,229.55334623742357,229.82194100432312,229.92484879512122,230.0355126026212
2025-01-01 10:00:00.700,100.97699562512474,101.05344105058767,101.01243682168013,99.8800292041212,100.71749690530534,100.7676974556188,101.7607610002711,101.23153715610499,101.24412896585272,100.1986433053629,59.99439097840428,59.99685513698607,60.00825332602642,60.00950430318528,60.00060113363893,60.00300455513987,60.004760209563294,59.996762113986534,59.99218809233073,59.99656714066322,230.3652533897182,229.89187953798609,230.13849801238788,230.13315152274785,230.341485252381,230.2849834845409,230.30212534580792,229.97750875682684,229.90759254047936,230.01546899352525
2025-01-01 10:00:00.800,100.13738914604279,100.971886186794,100.07901866410027,101.72039594639968,101.03624429614668,99.65021771835782,100.41465614642655,101.1833391362029,101.0354583558485,100.55913574291237,59.989421777148706,60.000712415737084,60.00298512241884,59.999902864832904,60.006895239779155,60.00318956904421,60.00074357856322,59.9994752826934,59.997446055533736,60.004788487109074,229.85875163875048,230.04519476980227,230.00103847335518,229.9928166831089,229.99328062880045,230.32659035914102,229.59171170688364,229.7689853536478,229.62581569109852,230.1759909377607
2025-01-01 10:00:00.900,101.54419918527596,101.86103343308349,100.72596186217706,100.20953902476167,100.72477668736272,101.14777853125074,101.09762482843422,100.9762307199203,100.84033641001594,100.97992185918352,60.01183706451811,60.000311681238536,60.00356727897823,60.00657395659484,60.00108371628802,59.99128370933747,59.99603364693833,59.9973451988996,59.99094275297919,60.0134205131685,230.04030681507192,229.83016736656137,230.16198952251656,230.0268821814911,229.7143903771128,230.17403348884204,230.5273562800388,229.61504671934944,229.70602305415696,230.153484190449
2025-01-01 10:00:01.000,101.37980454373142,101.45540394006572,102.0831171117919,100.93061840208512,101.35472046115959,101.8789075174151,101.95806397366195,100.90827743152477,101.90148445955721,101.29806475376121,59.99810855960701,59.995231629006945,59.99803516842104,59.99905648166822,60.0108229429615,59.99840506065426,59.99625729292886,59.99597835493508,60.00323983564353,59.99649171631847,230.15721658449831,229.93313527249273,230.05943279447547,229.9983673920217,229.62713108527788,230.378050191015,230.1540590919604,229.95390321268624,230.08631916121612,229.7697353441802
2025-01-01 10:00:01.100,101.6303321187013,101.82413572909627,102.04571613926097,101.11285565151655,102.08253307253263,100.81475958755847,101.3493884140817,101.38429528621154,101.98478534099915,101.59986750841244,59.99726487037623,60.00119275219495,59.997015794889876,59.9944898243661,59.99778608529638,60.00419745130797,60.000432941986546,59.9993730914844,60.00168565134261,60.0028434694543,229.98323636121393,229.93160333993717,229.779427520646,229.76864490483305,229.96413554909907,229.86721943158375,230.18935648046278,229.9071919762974,230.2367891781013,230.07271512952087
2025-01-01 10:00:01.200,101.89939389993067,101.19927263164129,101.3073965833817,101.98817939561427,102.05432055401366,101.56433613688287,101.74102254865834,100.88888225572613,101.6883035028999,101.55814857354567,59.997510415870906,59.99944578808957,59.996105884538636,59.99909109552476,60.00026564507203,59.99689001039322,60.001680631148446,60.00032145545879,59.99589369720726,60.00109195640986,230.16706670766803,230.0703236050174,229.70479735117414,230.09932719985477,229.96117086152353,229.9659764932065,230.0324363607869,230.27162091527123,229.66760992018837,229.73398492858888
2025-01-01 10:00:01.300,101.3903984440506,101.84710245162064,101.59437098617566,101.86079446920023,102.30445774961422,101.61683052805783,101.57803710174223,101.3902632513239,102.53201430192239,101.89354536772737,60.00857481412392,60.00389519863029,60.005418710357475,60.00013675454405,59.99856443240766,59.998307604641205,60.000197872824465,59.998813561568134,59.99686519590995,60.00195752371731,229.9589053244033,229.63735074731593,229.84001949089827,229.84597450882063,230.31715956990564,229.69114239531146,230.02163844442074,229.9898172231009,229.8882013340954,229.8031590135497
2025-01-01 10:00:01.400,102.27704206344572,102.55758757149947,101.07829305201957,101.83324412410329,102.17300526414756,101.62191614176474,101.37819546474411,100.7832698912699,102.94541711635664,101.71670712460448,60.00406281805217,59.99851011877276,60.00044787962611,60.00434412062316,59.99618608003792,59.99711897800743,60.001280331758416,60.00334702412549,59.99493766892672,60.002142034287985,230.07980300038906,230.34597887429686,230.26174923470134,229.817578174975,230.44465409502237,229.7553057177745,230.22362687965614,229.75794486176613,229.83503093012536,230.04243550205274
2025-01-01 10:00:01.500,101.64984463224613,101.8231170525024,101.76445252176651,102.44465159749394,102.69751260188795,101.04113768688259,102.0587637910632,102.29985319452082,102.0864313780592,102.45038120250294,60.00499394409838,59.99779042970162,59.99818349437142,60.00369558146874,59.99776393034134,60.006009218715896,60.00406386835564,60.000500280591,60.002400612853194,60.00596805052212,230.04258663951342,230.3674471152408,229.77643642739935,229.60180662392312,230.0298931388138,229.71476871765373,230.04790041039732,229.8933040893233,229.74844103859255,229.83841364954387
2025-01-01 10:00:01.600,101.89019699680321,102.10529858882788,102.29433415805157,101.79916595077151,102.30267410943186,102.37314162802632,101.88474494841896,102.35656483241954,102.75813109286871,102.83927913411175,59.99930436547447,60.00074851793922,59.998932834223105,60.00063551584249,59.998037816394536,59.991982286939184,60.00123876081807,59.99304967350179,59.99893541414654,60.00320408677367,230.10206048814774,230.338880915801,230.0527795715672,230.15315180317393,230.08063553716937,229.97588399804735,229.78983932275733,229.80071065188343,229.92001255052193,230.10350910808677
2025-01-01 10:00:01.700,101.56117230813665,103.16519657383972,102.0778605560278,102.1949130616314,102.75986066808721,102.07974036737231,102.58344155580144,103.29977185920438,102.56844201565002,102.87585015925897,60.00088443448747,59.99678941550975,59.99766603103035,60.00036467083385,59.9983486958957,60.001987745129895,60.00232181995919,59.998947146643715,59.98787775263765,60.00106493546336,229.93501472914136,230.464559949311,229.76600438289913,229.7871862946166,230.15162393231304,230.08978292304332,229.70180951786477,229.8627272155506,229.82644626743178,229.95895384922477
2025-01-01 10:00:01.800,102.95641433790277,102.48897522980432,102.15980025277472,101.9734762484105,102.57508327766159,102.20854862433055,101.77378387563863,102.44814322492843,103.08548438094583,103.00334631418049,60.00384138278687,60.007772306238124,59.99057554725944,60.00328248334661,59.99587419624895,60.00646346003761,59.999671944208814,60.00112425398986,59.99162738469916,59.993457306797204,230.00280862433624,229.82289068202968,230.15683152568013,229.99458896736232,230.57540581785005,229.902220835614,230.03198126686365,230.18430027961276,229.85233340458927,229.95149108571263
2025-01-01 10:00:01.900,102.59299358518028,102.96437367234395,102.56719060780578,102.32167683063534,102.8439093348753,102.13632674998235,103.27859975974714,102.89147666022176,102.72227842513409,103.53542221077008,60.01232230567116,60.0021147474122,59.995052939832945,60.00776166072853,59.999209348032366,60.000038689674035,60.00712937476745,59.99542408771072,59.99985876640203,59.99685047189661,230.12841025439485,229.80543185870323,230.34372196390632,229.99264054281704,229.89772091111197,230.0671085348564,229.82030918170858,230.37301514945236,230.48028532947077,230.4260934159238
2025-01-01 10:00:02.000,102.89737377066106,103.39893913183137,102.59219869562827,102.28148962154354,103.99354673025097,102.31027793089258,102.65340089026044,102.84235871447845,103.01525896589892,103.0435370771069,60.00745976896009,59.99825739524066,59.99577000637809,59.98797608152459,59.996426358348195,60.00467286052425,60.003679154403926,60.000409256242754,60.00540836303328,59.990442907782324,230.04184552518225,229.92932806333934,229.88816833362193,230.53279475003484,230.0375441453788,229.92064665441353,229.80949973453613,230.4014505607448,230.31726740363797,230.16924086701096
2025-01-01 10:00:02.100,102.01062373614063,103.4567934727311,103.45281018549508,103.20304094728083,103.18257453784179,103.22393535634501,103.18512398040534,102.67778978078559,104.25491540327087,103.1677943921405,59.99731239880674,60.00114663451452,59.99703551100415,60.00665574059684,60.0092373772976,59.99916536255606,60.00719921334486,60.00907608284297,60.000084829839146,60.00507550445686,230.3180301033291,229.9743268617902,230.01786414744393,230.12404475879669,229.74610764016023,229.8590280467225,229.6173837336847,229.87230300395916,230.0971257369884,229.7597837746203
2025-01-01 10:00:02.200,103.40639856531263,102.26838957544939,103.5180266700288,102.42922994365922,104.0563863780598,101.77885908450584,102.21302826024639,102.80634676270245,103.74207981116786,103.02038843591762,60.01045132712589,60.002211674109496,59.99671372782618,59.99972134078384,59.992258649520295,59.99655233565362,59.99457507987833,59.99801159782429,59.99755353526201,59.99901280961838,229.8999855576364,229.9952893624299,229.71523636457295,230.0272897700936,230.0251367866937,230.10440985177047,230.22408620939063,229.7866519552815,229.94637759931877,229.89004935152064
2025-01-01 10:00:02.300,103.7096299474636,104.34349154609697,102.23205094416437,103.20750013712184,103.21523719674482,102.90841240830134,103.80184944449987,102.62703442750974,103.44008623145817,103.79229273550106,59.998220154901695,59.99854457563734,59.994672692153415,59.99353584494161,59.99726291720631,59.997901621486974,60.00354703330934,59.99521840499342,59.999382784567224,59.99707040550686,230.301596311091,229.64984252716923,229.9977839968289,229.99124432640193,230.03681836413756,230.30517326624494,230.1079049590507,229.93637038501933,229.8183183135921,229.73870470651826
2025-01-01 10:00:02.400,103.01221880842922,103.43279087974807,102.81508996487412,102.90371538001554,103.19214714421301,102.5024651780104,103.28241021238443,102.39555191669092,104.37977338125086,103.58199102387805,60.000049214028515,60.00155457864857,59.98766978419471,59.99807256789876,60.00034381970281,59.987652135457076,60.002133440103385,60.003215824361234,59.99833461289389,60.003945781322564,230.16528087750166,229.68923124010857,229.41350312773542,229.72520277025473,229.5728167080055,229.8259411530915,229.89428136653265,229.83945184441384,229.98985649469392,230.30045826758672
2025-01-01 10:00:02.500,103.57832887402495,103.82800359326168,102.8603925250824,104.00596589684156,103.6223330784297,103.29554370760127,103.62451819944592,103.96074911967851,103.28199832135358,104.28736407650037,59.99625563069564,59.99641418811404,59.9952480915933,60.00518199300842,60.003411019739666,60.00924654436583,59.99517530263907,59.9980194035319,60.00080265379091,60.00460662068537,229.90136387448155,229.53907028941313,229.9501456901798,230.3620957470836,230.10865555262416,230.2985971358383,230.09363747747054,229.81960606375128,229.88881726881,230.11859980190275
2025-01-01 10:00:02.600,104.27948336534541,103.34563961577958,103.40377703320402,103.22457276014937,103.60970502278751,102.88351283177592,103.52515557468969,103.51979173811208,104.38721243153388,104.07068960895924,59.99579273194757,59.99829166847361,60.00743803582841,60.00160138146977,60.00319744925177,59.98975982969157,60.001060003422175,60.01138357706295,60.000971222147164,59.997611271117684,229.94593273949377,230.19080722065445,229.975597922211,230.12638643486213,229.67265790627516,230.1851869184944,229.77211304523212,230.39176425435917,229.88335769447212,230.1425546631919
2025-01-01 10:00:02.700,104.73840289587456,103.82745195855958,104.034179887725,103.52518940971235,103.26359783491807,103.78540792713333,103.97101239371382,104.51829330954348,104.88684474657474,104.82657609387662,60.00869806497383,60.00772627685585,59.99482987515705,60.001909466275066,60.001742916596946,59.99495947162591,60.003080838887,59.997731642568816,60.0025156353393,59.996809970154885,230.0798658235642,229.97742367113875,229.97174655827902,230.00862323868455,230.20499708539592,230.06221792989584,229.68217846409243,230.10624606884758,230.3600444816506,229.96008181044675
2025-01-01 10:00:02.800,104.53162840215381,104.09629035003539,103.22310588339408,104.4100637132672,104.76574693593398,103.48618438502612,104.70042111354482,104.27579129802729,104.63677425579306,104.36562305634959,60.00676468673953,60.00825087474049,60.0042985438366,60.00020158409378,60.00743741828093,60.00993546451416,60.00186512374275,59.99497949763133,59.99737411064338,60.000328589991526,230.70033796808283,229.85101429086492,229.89888522974715,229.72807144912653,230.03170680536954,229.8605171733196,230.25909521613417,229.99794703835383,230.26160982869388,229.99250898894294
2025-01-01 10:00:02.900,104.48546675543976,103.94007944225748,104.59344966227512,104.05284525005439,104.86605758390891,104.41621493449858,104.39167055981466,104.04663895850999,104.5410784358355,103.78660854342556,59.99010283076245,59.992438569665765,60.00210405129148,60.00034620573556,60.004149544453526,60.00900512779085,59.98950426189781,60.00993889362795,59.99586122845097,59.99871939903639,230.03121860527304,229.66682124897216,229.83695689974917,229.60013730811752,229.9797542082977,229.7900491451935,230.26085269720352,230.07239138167262,230.28273754634503,230.13939380461608
